blogs,Rating,Discussion of Costs,Quantification of Benefits,Explanation/Quantification of Harms
https://www.healthnewsreview.org/review/panic-disorder-treatment-breath-fresh-air/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/light-therapy-effective-treating-depression-not-just-winter-blues/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/coffee-literally-lifesaver/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/will-drinking-coffee-extend-life/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/healthday-carefully-describes-link-between-breastfeeding-and-preemie-eye-disease/,5,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/fda-approves-roches-cotellic-treatment-melanoma-cotellic-approved-use-combination-another-medication-treat-advanced-melanoma/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/coverage-huge-achievement-reported-news-conference-lacked-context-restraining-voice/,3,Not Satisfactory,Not Applicable,Not Satisfactory
https://www.healthnewsreview.org/review/get-paid-to-take-your-pills-strong-inquirer-report-covers-all-the-ins-and-outs/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/better-diets-saved-one-million-people-dying/,4,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/study-new-docs-suicidal-thoughts-eased-online-therapy/,3,Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/happens-try-prevent-every-single-suicide/,4,Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/coverage-of-virus-based-cancer-treatment-needed-more-on-cautions-and-key-outcomes/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/is-sugar-definitely-toxic/,5,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/times-examines-underuse-of-long-term-contraceptives/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/news-release-based-story-cancer-drug-lacks-readers-need/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/optimistic-coverage-of-portable-gluten-test-lacks-some-key-context/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/framing-not-quite-balanced-in-coverage-of-drug-to-reduce-blood-transfusions/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/times-captures-impact-of-new-less-drug-intensive-schizophrenia-treatment/,4,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/how-good-is-the-flu-shot-vox-delivers-an-exemplary-answer/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/wine-can-help-those-with-type-2-diabetes-says-la-times-but-benefits-arent-quantified-and-are-actually-quite-small/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/why-double-knee-replacement-might-be-best/,5,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/kids-after-cancer-treatment-healthday-breaks-down-evidence-on-ovarian-transplant-procedure/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/the-blind-shall-see-fox-promotes-new-visual-aid-with-one-womans-glowing-story/,3,Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/nice-balance-of-competing-views-on-value-of-ct-heart-scans/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/deep-dive-into-the-ethics-and-evidence-underlying-genetic-testing-in-psychiatry/,5,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/us-news-story-confused-about-difference-between-rats-and-people/,1,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/home-birth-vs-hospital-strong-wsj-evaluation-new-uk-guidelines/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/a-test-identifies-women-with-breast-cancer-who-can-skip-chemo-ap-report-thoroughly-evaluates-the-claim/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/ketamine-for-depression-npr-coverage-leans-too-heavily-on-proponents/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/226-words-not-enough-to-deliver-needed-context-on-alzheimers-agitation-study/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/a-bowlful-of-super-berry-claims-backed-by-zero-evidence/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/texting-your-way-to-heart-health-npr-thoroughly-examines-the-evidence/,5,Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/good-detail-in-reporting-on-vaccine-treatment-for-precancerous-cervical-lesions/,0,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/ginger-for-allergies-pretty-good-brief-about-a-mouse-study-is-missing-a-few-key-elements/,4,Not Applicable,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/a-drug-that-slashes-deaths-32-pct-what-does-that-really-mean/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/thorough-npr-report-on-aspirin-would-have-benefited-from-more-numbers/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/vitamin-d-supplements-panacea-placebo-something/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/resveratrol-may-slow-alzheimers-not-in-this-study/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/over-the-top-headline-aside-cnn-frames-resveratrolalzheimers-study-in-cautious-accurate-language/,5,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/bloomberg-liquid-biopsy-story-nods-to-skepticism-in-headline/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/reuters-pour-some-cold-water-on-direct-to-consumer-liquid-biopsy/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/magic-mushrooms-for-mental-health-shaky-basis-for-storys-proposed-paradigm-shift/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/single-patient-anecdote-manages-to-convey-complexity-of-t-cell-therapy-for-leukemia/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/women-not-getting-treated-menopausal-symptoms/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/sleep-fights-colds-study-author-suggests-headline-flunks-methodology-101/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/stem-cells-for-spinal-cord-injury-coverage-lacks-detail-on-how-benefits-were-defined-and-measured/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/acupuncture-best-hot-flashes-breast-cancer-survivors-study-even-sham-acupuncture-beat-one-frequently-used-medication/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/aspirin-day-years-may-keep-colon-cancer-away/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/wsj-fills-holes-left-by-incomplete-news-release-on-beta-blockers-and-ovarian-cancer/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/reader-question-on-otc-pain-relievers-sparks-thorough-evidence-based-response/,5,Not Applicable,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/much-fat-try-whole-body-scan-procedure-gives-far-data-body-mass-index/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/grief-deep-wont-die/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/sourcing-a-strong-point-in-coverage-of-video-game-therapy-regulation/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/strong-report-on-study-of-broader-multigene-breast-cancer-testing/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/fda-approves-first-computer-based-dementia-assessment-aid-thorough-post-report-falls-just-short-on-key-aspects-of-coverage/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/high-score-healthday-coverage-scoring-system-colonoscopy-candidates/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/important-alzheimers-topic-needed-a-second-source-for-context/,2,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/2-star-score-for-foxnews-lasering-your-lady-parts/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/surprising-news-teens-marijuana-good-really/,1,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/wsj-gives-no-green-light-red-palm-oil-health-aid/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/brain-training-app-help-people-schizophrenia/,1,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/well-newly-approved-weight-loss-balloon-work-expert-notes-will-probably-effective-short-term-weight-loss/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/storys-one-two-punch-for-breast-cancer-leaves-some-women-knocked-out-by-side-effects/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/gardasil-yup-still-safe/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/alzheimers-drugs/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/pill-allows-fox-rehashes-cbc-st/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/how-fast-should-you-run/,4,Not Applicable,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/strong-look-at-evidence-underlying-saliva-test-for-alzheimers/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/saliva-test-for-alzheimers/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/thoughtful-thorough-coverage-prenatal-tests-ability-find-cancer-mothers/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/prenatal-testing-finds-mothers-cancer-but-cbs-misses-opportunity-to-explain-researchs-broader-relevance/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/costs-and-risks-spelled-out-clearly-in-nbc-report-on-statins/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/comprehensive-coverage-of-two-new-statin-studies/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/need-to-shine-better-light-on-after-sun-products/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/f-d-approves-heart-drug-entresto-said-cut-death-risk-20/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/problems-with-evidence-and-anatomy-in-coverage-of-coronary-calcium-test/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/bariatric-surgery-for-type-2-diabetes-informative-wsj-report-needed-cost-and-harms-info/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/story-about-organ-on-a-chip-benefits-could-have-used-an-independent-voice/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/effectiveness-of-breast-cancer-screening/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/transvaginal-ultrasound-to-confirm-placement-of-essure-device-story-based-on-a-bayer-news-release-offers-little-information-of-value/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/benefits-of-readmission-to-same-hospital-for-post-op-complications-coverage-lacking-in-critical-evaluation/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/report-on-stroke-clot-removal-guidelines-emphasizes-careful-patient-selection-need-for-care-coordination/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/report-on-immersive-colonoscopy-features-lots-of-flash-but-few-evidence-supported-facts/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/fiber-and-your-gut-bacteria-coverage-of-small-preliminary-study-raises-many-questions-offers-few-answers/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/nonsense-masquerading-news-fox-coverage-cancer-fighting-spices/,2,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/blood-test-pancreatic-cancer-may-re-stack-odds-patients-favor/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/harms-limitations-missing-from-news-release-based-coverage-of-pancreatic-cancer-test/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/enthusiasm-for-100-accurate-pancreatic-cancer-test-does-not-reflect-limited-evidence-quality/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/why-is-u-s-news-allowing-a-neurosurgeon-to-promote-a-new-device-in-its-health-news-pages/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/wapo-hypes-diet-that-reboots-the-body-and-reduces-cancer-risk-offers-no-supporting-evidence/,0,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/compelling-tale-of-heart-innovation-would-have-benefited-from-a-few-more-details/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/surgery-free-option-appendicitis-become-norm/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/story-on-speculative-metformin-health-benefits-needed-a-nod-to-potential-harms/,4,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/diet-and-exercise-during-pregnancy-benefits-focused-discussion-needed-a-bit-more-balance-on-harms/,3,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/a-first-person-account-of-insomnia-therapy-focusing-on-data-not-pills/,4,Not Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/diabetes-drug-study-resulting-news-coverage-reflect-problems-american-health-care/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/inquirer-emphasizes-alternatives-brain-games-like-lumosity/,4,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/in-search-of-better-back-pain-treatment-npr-guides-us-to-the-right-destination-with-a-few-detours/,4,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/antidepressants-in-pregnancy-absolute-rates-of-harm-would-have-improved-risk-message/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/incomplete-fear-mongering-message-from-nbcs-diet-may-kill-prostate-cancer-survivors/,3,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/wsj-shines-light-on-harms-of-whole-brain-radiation-for-cancer-that-spreads-to-the-brain/,5,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/keytruda-and-colon-cancer-coverage-of-benefits-not-balanced-with-harms-and-cost-info/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/emphasis-on-average-not-median-survival-detracts-from-coverage-of-virus-based-melanoma-therapy/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/waiting-to-clamp-the-umbilical-cord-npr-carefully-balances-discussion-of-benefits-and-harms/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/coverage-of-delayed-umbilical-cord-clamping-omits-possible-harms-to-baby-important-study-limitation/,4,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/not-enough-women-getting-bone-scans-for-osteoporosis-incomplete-story-fails-to-dig-deeper-than-the-news-release/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/predicting-alzheimers-what-two-new-studies-add-and-how-the-times-covered-them/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/weak-cbs-story-on-ibs-test-has-same-problems-as-related-med-center-news-release/,1,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/post-coverage-of-new-lung-cancer-test-misses-on-caveats-costs-and-harms/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/rosy-cbs-report-on-vitamin-study-lacks-meaningful-description-of-skin-cancer-impact/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/balanced-complete-evaluation-of-study-on-vitamin-supplement-for-skin-cancer-prevention/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/mediterranean-diet-boosts-brain-power-clinical-study-finds/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/bold-claims-for-migraine-treatment-are-based-on-opinions-and-anecdote-in-this-story/,2,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/balanced-insightful-report-on-tradeoffs-of-treating-premature-babies-at-edge-of-survival/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/unbalanced-times-report-reflects-coffee-confirmation-bias/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/medicare-assessing-value-lung-cancer-screening/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/penn-study-questions-lariat-device-prevent-stroke-heart-patients/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/ox-story-points-to-key-limitations-of-study-on-massage-therapy-for-infertility-but-misses-65-study-dropout-rate/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/over-emphasis-on-fructose-obscures-larger-science-based-message-too-much-of-any-sugar-is-bad-for-you/,2,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/coverage-of-better-hiv-self-test-doesnt-support-the-claim/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-helmet-technology-helping-patients-tackle-baldness/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/times-shines-in-coverage-of-new-injection-for-double-chins/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/post-coverage-of-chin-fat-drug-lacks-key-specifics-and-an-independent-perspective/,3,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/new-drugs-show-promise-treating-high-cholesterol/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/gathering-living-proof-cpr-can-save-cardiac-arrest-victims/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/color-genomics-sells-249-breast-cancer-gene-test-masses/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/aspirin-may-help-ward-off-gastro-cancers-study-finds/,3,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/bristol-myers-immunotherapy-combo-promising-melanoma-study/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/labeled-news-one-mds-opinion-pap-smearpelvic-exam-guidelines/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/autism-brain-imaging-story-didnt-deliver-clear-picture/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-skin-cancer-radiation-treatment-5-star-story-but/,5,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/omega3-story-more-likely-to-frighten-than-inform/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/managing-the-stress-of-cancer/,2,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/learning-to-say-no-to-dialysis/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/the-mind-diet-10-foods-that-fight-alzheimers-and-5-to-avoid/,2,Not Satisfactory,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/why-doctors-are-trying-a-skin-cancer-drug-to-treat-a-brain-tumor/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/experts-back-angelina-jolie-pitt-in-choices-for-cancer-prevention/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/vitamin-d-supplements-may-slow-prostate-cancer/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/artificial-sweetener-may-help-treat-aggressive-cancers-study-finds/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/men-are-new-target-for-osteoporosis-treatment/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/e-cigarettes-helping-smokers-quit-or-fueling-a-new-addiction/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/non-prescription-allergy-relief-what-you-need-to-know/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/a-simple-3-part-test-may-predict-alzheimers/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/breast-biopsy-accuracy-is-questioned-in-experimental-study/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/manual-clot-removal-after-heart-attack-may-not-help-could-harm/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/can-personal-air-purifiers-keep-cold-and-flu-bugs-away/,4,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/studies-boost-hopes-for-new-class-of-cholesterol-medicines/,4,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/tests-of-cholesterol-drugs-offer-hope-of-reducing-heart-attacks-and-strokes/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/stress-test-or-3-d-scan-and-the-best-heart-exam-is/,4,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/a-simple-flashcard-test-to-detect-concussions/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/college-kids-make-robotic-arms-for-children-without-real-ones/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/vegetarians-who-ate-fish-had-lowest-colorectal-cancer-risk-study-says/,2,Not Applicable,Not Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/electric-noise-treats-parkinsons-symptoms/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/the-gentle-cesarean-more-like-a-birth-than-an-operation/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/walk-a-little-faster-to-get-the-most-out-of-your-exercise-time/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/intent-on-surviving-another-decade-ace-this-test/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/how-a-new-treadmill-test-predicts-survival-of-the-fittest/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/young-girls-story-may-lead-idaho-to-approve-marijuana-oil/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/sex-in-old-age-may-lead-to-a-sharper-mind/,2,Not Applicable,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/should-pregnant-women-eat-more-tuna/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/nerve-treatment-via-nose-shows-promise-against-migraines/,2,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/app-trains-your-brain-to-see-better/,4,Satisfactory,Satisfactory,Not Applicable
https://www.healthnewsreview.org/review/weight-loss-surgery-may-lower-some-pregnancy-complications-raise-others/,3,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/phone-support-can-help-ease-postpartum-depression/,4,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/lay-off-the-mega-doses-of-vitamin-d/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/medical-mystery-men-who-take-frequent-saunas-live-longer-study-shows/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/skin-patch-may-protect-against-life-threatening-peanut-allergy/,3,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/gileads-pill-can-stop-hiv-so-why-does-almost-nobody-take-it/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/mindfulness-may-help-ease-sleep-problems-for-seniors/,5,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/gradual-smoking-cessation-may-be-possible-with-nicotine-addiction-pill/,4,Not Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/medicine-given-even-before-smokers-are-ready-to-quit-is-found-to-help-them/,4,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/researchers-test-device-to-help-deaf-children-detect-sounds/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/in-image-guided-operating-suites-surgeons-see-real-time-mri-ct-scans/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/alcohol-good-for-your-heart-evidence-is-evaporating/,4,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/chemoprevention-works-against-breast-cancer-but-these-drugs-are-not-popular/,5,Satisfactory,Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/its-hard-to-know-where-gluten-sensitivity-stops-and-the-placebo-effect-begins/,4,Not Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/for-most-strokes-clot-retrieval-device-boosts-effectiveness-of-drug-treatment/,4,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/before-you-conclude-that-youre-gluten-sensitive-consider-fodmaps-foods/,2,Not Applicable,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/can-elderberry-help-treat-colds-and-flu/,3,Not Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/achillion-gilead-drug-cocktail-cures-hepatitis-c-in-six-weeks/,2,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/your-iud-and-implant-last-much-longer-than-they-claim-study-says/,2,Satisfactory,Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/new-treatment-instantly-relieves-knee-pain/,2,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/10-million-wisdom-teeth-are-removed-each-year-that-might-be-way-too-many/,4,Satisfactory,Not Satisfactory,Satisfactory
https://www.healthnewsreview.org/review/how-this-woman-used-yoga-to-avoid-back-surgery/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/mail-order-viruses-are-the-new-antibiotics/,3,Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/can-attention-deficit-drugs-normalize-a-childs-brain/,3,Not Satisfactory,Not Satisfactory,Not Satisfactory
https://www.healthnewsreview.org/review/five-nobel-laureates-backing-antiaging-dietary-supplement/,3,Satisfactory,Not Satisfactory,Not Satisfactory
